ID,texte,titre,categorie,urgence,temps_resolution,type_ticket,nb_mots,text_full
7 333_dup_2,problème de téléphonie-coupures réseau,problème de téléphonie-coupures réseau,Applications,Moyenne,23.35,Incident,4,problème de téléphonie-coupures réseau problème de téléphonie-coupures réseau
7 480_dup_34,problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir,problème borne ilaykom prod primaire,Applications,Haute,4.32,Incident,23,problème borne ilaykom prod primaire problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir
7 329,demande de donner l'accès au partage ci-dessous el lecture seule aux utilisateurs ci-dessous,demande de donner l'accès au partage ci-dessous el lecture seule aux utilisateurs ci-dessous,Accès au partage,Basse,23.75,Demande,13,demande de donner l'accès au partage ci-dessous el lecture seule aux utilisateurs ci-dessous demande de donner l'accès au partage ci-dessous el lecture seule aux utilisateurs ci-dessous
7 570,probbléme accès au partage stagiaire basma elghali,probbléme accès au partage stagiaire basma elghali,Accès au partage,Basse,19.9,Incident,7,probbléme accès au partage stagiaire basma elghali probbléme accès au partage stagiaire basma elghali
7 480_dup_33,problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir,problème borne ilaykom prod primaire,Applications,Haute,4.32,Incident,23,problème borne ilaykom prod primaire problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir
6 967,demande de créer un nouveau partage dossiers achats cogs sur le serveur cazsfsp02 et donner l'accès en modification aux utilisateurs ci dessous,demande de créer un nouveau partage dossiers achats cogs sur le serveur cazsfsp02 et donner l'accès en modification aux utilisateurs ci dessous,Accès au partage,Basse,7.48,Demande,22,demande de créer un nouveau partage dossiers achats cogs sur le serveur cazsfsp02 et donner l'accès en modification aux utilisateurs ci dessous demande de créer un nouveau partage dossiers achats cogs sur le serveur cazsfsp02 et donner l'accès en modification aux utilisateurs ci dessous
7 647_dup_8,problème d'accès ã hfm_https hfm cdg ma workspace index jsp labazi saad,problème d'accès ã hfm_https hfm cdg ma workspace index jsp labazi saad,Autre,Moyenne,0.58,Incident,12,problème d'accès ã hfm_https hfm cdg ma workspace index jsp labazi saad problème d'accès ã hfm_https hfm cdg ma workspace index jsp labazi saad
7 674_dup_7,aicha ikhrichi peut pas accéder ã onedrive aicha ikhrichi peut pas accéder ã onedrive,aicha ikhrichi peut pas accéder ã onedrive,Autre,Moyenne,5.825,Incident,14,aicha ikhrichi peut pas accéder ã onedrive aicha ikhrichi peut pas accéder ã onedrive aicha ikhrichi peut pas accéder ã onedrive
7 669_dup_6,résolution de l'imprimante zebra résolution de l'imprimante zebra,résolution de l'imprimante zebra,Utilitaires/Incident,Moyenne,5.825,Incident,8,résolution de l'imprimante zebra résolution de l'imprimante zebra résolution de l'imprimante zebra
7 496_dup_3,demande matériel informatique aya dhissi,demande matériel informatique aya dhissi,Autre,Moyenne,23.9,Demande,5,demande matériel informatique aya dhissi demande matériel informatique aya dhissi
7 045,problème sur citrix,problème sur citrix,Applications,Basse,1.15,Incident,3,problème sur citrix problème sur citrix
6 979,demande de création compte ad pour mme elmami rabiaa,demande de création compte ad pour mme elmami rabiaa,Création compte AD,Basse,10.55,Demande,9,demande de création compte ad pour mme elmami rabiaa demande de création compte ad pour mme elmami rabiaa
6 973_dup_48,probleme de connexion wifi maphoffice off site ainsebaa,probleme de connexion wifi maphoffice off site ainsebaa,Laptop/Request,Haute,13.33,Incident,8,probleme de connexion wifi maphoffice off site ainsebaa probleme de connexion wifi maphoffice off site ainsebaa
7 484,demande d'accès au serveur ad,demande d'accès au serveur ad,Accès au serveurs,Basse,75.88,Demande,5,demande d'accès au serveur ad demande d'accès au serveur ad
7 392_dup_33,téléphone fixe hors service,téléphone fixe hors service,Applications,Haute,44.27,Incident,4,téléphone fixe hors service téléphone fixe hors service
7 133,demande de changement de bande description demande de changement de bande nom de l'application matériels bande inf supp détaillé bande téléphone emplacement et numéro de bureau site zenata ou ain sebaa,demande de changement de bande,Changement de bande,Basse,2.88,Demande,31,demande de changement de bande demande de changement de bande description demande de changement de bande nom de l'application matériels bande inf supp détaillé bande téléphone emplacement et numéro de bureau site zenata ou ain sebaa
7 237,accès au partage pour jasmine nyazi,accès au partage pour jasmine nyazi,Accès au partage,Basse,0.23,Demande,6,accès au partage pour jasmine nyazi accès au partage pour jasmine nyazi
7 333_dup_6,problème de téléphonie-coupures réseau,problème de téléphonie-coupures réseau,Applications,Moyenne,23.35,Incident,4,problème de téléphonie-coupures réseau problème de téléphonie-coupures réseau
6 973_dup_18,probleme de connexion wifi maphoffice off site ainsebaa,probleme de connexion wifi maphoffice off site ainsebaa,Laptop/Request,Haute,13.33,Incident,8,probleme de connexion wifi maphoffice off site ainsebaa probleme de connexion wifi maphoffice off site ainsebaa
7 063,régularisation problème accès citrix,régularisation problème accès citrix,Applications,Basse,5.825,Incident,4,régularisation problème accès citrix régularisation problème accès citrix
7 392_dup_21,téléphone fixe hors service,téléphone fixe hors service,Applications,Haute,44.27,Incident,4,téléphone fixe hors service téléphone fixe hors service
7 086,demande de création d'un compte active directory pour m chadli ali,demande de création d'un compte active directory pour m chadli ali,Création compte AD,Basse,17.18,Demande,11,demande de création d'un compte active directory pour m chadli ali demande de création d'un compte active directory pour m chadli ali
7 663_dup_7,mot de passe cfao réinitialisé pour céline fournier mot de passe cfao réinitialisé pour céline fournier,mot de passe cfao réinitialisé pour céline fournier,MDP CFAO,Moyenne,5.825,Demande,16,mot de passe cfao réinitialisé pour céline fournier mot de passe cfao réinitialisé pour céline fournier mot de passe cfao réinitialisé pour céline fournier
7 312_dup_58,imprimante hors connexion,imprimante hors connexion,Impressions & Scanner/Incident,Haute,39.5,Incident,3,imprimante hors connexion imprimante hors connexion
7 661_dup_7,accès au partage pour omaima najim accès au partage pour omaima najim,accès au partage pour omaima najim,Accès au partage,Moyenne,5.825,Demande,12,accès au partage pour omaima najim accès au partage pour omaima najim accès au partage pour omaima najim
7 496_dup_2,demande matériel informatique aya dhissi,demande matériel informatique aya dhissi,Autre,Moyenne,23.9,Demande,5,demande matériel informatique aya dhissi demande matériel informatique aya dhissi
7 673_dup_1,peut pas accéder ã la boite mail pour salma haidan peut pas accéder ã la boite mail pour salma haidan,peut pas accéder ã la boite mail pour salma haidan,Bureautique/Incident,Moyenne,5.825,Incident,20,peut pas accéder ã la boite mail pour salma haidan peut pas accéder ã la boite mail pour salma haidan peut pas accéder ã la boite mail pour salma haidan
7 620,demande de donner l'accès en lecture seul au partage ci-dessous,demande de donner l'accès en lecture seul au partage ci-dessous,Accès au partage,Basse,1.53,Demande,10,demande de donner l'accès en lecture seul au partage ci-dessous demande de donner l'accès en lecture seul au partage ci-dessous
7 199,demande de branchement du pc de la stagiaire pharmacienne abir,demande de branchement du pc de la stagiaire pharmacienne abir,Utilitaires/Request,Basse,69.08,Demande,10,demande de branchement du pc de la stagiaire pharmacienne abir demande de branchement du pc de la stagiaire pharmacienne abir
7 315,alerte sur la machine desktop-eicur77 compteutilisateur zelhilali bbbtechs com,alerte sur la machine desktop-eicur77 compteutilisateur zelhilali bbbtechs com,Sécurité/Sophos,Basse,11.9,Incident,9,alerte sur la machine desktop-eicur77 compteutilisateur zelhilali bbbtechs com alerte sur la machine desktop-eicur77 compteutilisateur zelhilali bbbtechs com
7 560,demande de changement poste téléphonique,demande de changement poste téléphonique,Utilitaires/Request,Basse,12.0,Demande,5,demande de changement poste téléphonique demande de changement poste téléphonique
6 919,creation projet sur citrix 2025,creation projet sur citrix 2025,Création de projet,Basse,5.825,Demande,5,creation projet sur citrix 2025 creation projet sur citrix 2025
7 647_dup_12,problème d'accès ã hfm_https hfm cdg ma workspace index jsp labazi saad,problème d'accès ã hfm_https hfm cdg ma workspace index jsp labazi saad,Autre,Moyenne,0.58,Incident,12,problème d'accès ã hfm_https hfm cdg ma workspace index jsp labazi saad problème d'accès ã hfm_https hfm cdg ma workspace index jsp labazi saad
7 361,probléme d'accés au partage comptabilité,probléme d'accés au partage comptabilité,Accès au partage,Basse,45.47,Incident,5,probléme d'accés au partage comptabilité probléme d'accés au partage comptabilité
7 067,accès partage - fichier aed,accès partage - fichier aed,Accès au partage,Basse,2.78,Demande,5,accès partage - fichier aed accès partage - fichier aed
7 674_dup_2,aicha ikhrichi peut pas accéder ã onedrive aicha ikhrichi peut pas accéder ã onedrive,aicha ikhrichi peut pas accéder ã onedrive,Autre,Moyenne,5.825,Incident,14,aicha ikhrichi peut pas accéder ã onedrive aicha ikhrichi peut pas accéder ã onedrive aicha ikhrichi peut pas accéder ã onedrive
7 596_dup_7,problème suite office excel ali chadli,problème suite office excel ali chadli,Bureautique/Incident,Moyenne,1.18,Incident,6,problème suite office excel ali chadli problème suite office excel ali chadli
7 676_dup_16,installation microsoft office 365 via laptop de ghafir el idrissi el bachir installation microsoft office 365 via laptop de ghafir el idrissi el bachir,installation microsoft office 365 via laptop de ghafir el idrissi el bachir,Autre,Moyenne,5.825,Incident,24,installation microsoft office 365 via laptop de ghafir el idrissi el bachir installation microsoft office 365 via laptop de ghafir el idrissi el bachir installation microsoft office 365 via laptop de ghafir el idrissi el bachir
7 312_dup_9,imprimante hors connexion,imprimante hors connexion,Impressions & Scanner/Incident,Haute,39.5,Incident,3,imprimante hors connexion imprimante hors connexion
7 662_dup_1,installation des imprimantes de tous les étages pour omaima najim installation des imprimantes de tous les étages pour omaima najim,installation des imprimantes de tous les étages pour omaima najim,Impressions & Scanner,Moyenne,5.825,Demande,20,installation des imprimantes de tous les étages pour omaima najim installation des imprimantes de tous les étages pour omaima najim installation des imprimantes de tous les étages pour omaima najim
7 159_dup_32,probleme accès ã ma base documentaire juridique editions francis lefebvre,probleme accès ã ma base documentaire juridique editions francis lefebvre,Applications,Haute,98.92,Incident,10,probleme accès ã ma base documentaire juridique editions francis lefebvre probleme accès ã ma base documentaire juridique editions francis lefebvre
7 244,demande accès au fichier references sur apg,demande accès au fichier references sur apg,Autre,Basse,24.95,Demande,7,demande accès au fichier references sur apg demande accès au fichier references sur apg
7 099,demande de créer le projet eudragit' sur citrix 2025 mp,demande de créer le projet eudragit' sur citrix 2025 mp,Création de projet,Basse,5.825,Demande,10,demande de créer le projet eudragit' sur citrix 2025 mp demande de créer le projet eudragit' sur citrix 2025 mp
7 672_dup_3,problème de okta pour kawtar zraidi problème de okta pour kawtar zraidi,problème de okta pour kawtar zraidi,MDP CFAO,Moyenne,5.825,Incident,12,problème de okta pour kawtar zraidi problème de okta pour kawtar zraidi problème de okta pour kawtar zraidi
7 659,demande donner accès ã souhaila pour les deux répertoire supply,demande donner accès ã souhaila pour les deux répertoire supply,Autre,Basse,14.52,Demande,10,demande donner accès ã souhaila pour les deux répertoire supply demande donner accès ã souhaila pour les deux répertoire supply
7 039,demande de changement de bande description demande de changement de bande nom de l'application matériels bande inf supp détaillé bande téléphone emplacement et numéro de bureau site zenata ou ain sebaa email,demande de changement de bande,Changement de bande,Basse,5.35,Demande,32,demande de changement de bande demande de changement de bande description demande de changement de bande nom de l'application matériels bande inf supp détaillé bande téléphone emplacement et numéro de bureau site zenata ou ain sebaa email
7 676_dup_6,installation microsoft office 365 via laptop de ghafir el idrissi el bachir installation microsoft office 365 via laptop de ghafir el idrissi el bachir,installation microsoft office 365 via laptop de ghafir el idrissi el bachir,Autre,Moyenne,5.825,Incident,24,installation microsoft office 365 via laptop de ghafir el idrissi el bachir installation microsoft office 365 via laptop de ghafir el idrissi el bachir installation microsoft office 365 via laptop de ghafir el idrissi el bachir
7 594,demande de de restaurer les fichiers ci-dessous sur le partage cazsfsp02 validation_analytique,demande de de restaurer les fichiers ci-dessous sur le partage cazsfsp02 validation_analytique,Sauvegarde,Basse,13.05,Demande,12,demande de de restaurer les fichiers ci-dessous sur le partage cazsfsp02 validation_analytique demande de de restaurer les fichiers ci-dessous sur le partage cazsfsp02 validation_analytique
6 973_dup_40,probleme de connexion wifi maphoffice off site ainsebaa,probleme de connexion wifi maphoffice off site ainsebaa,Laptop/Request,Haute,13.33,Incident,8,probleme de connexion wifi maphoffice off site ainsebaa probleme de connexion wifi maphoffice off site ainsebaa
7 672,problème de okta pour kawtar zraidi problème de okta pour kawtar zraidi,problème de okta pour kawtar zraidi,MDP CFAO,Moyenne,5.825,Incident,12,problème de okta pour kawtar zraidi problème de okta pour kawtar zraidi problème de okta pour kawtar zraidi
6 973_dup_50,probleme de connexion wifi maphoffice off site ainsebaa,probleme de connexion wifi maphoffice off site ainsebaa,Laptop/Request,Haute,13.33,Incident,8,probleme de connexion wifi maphoffice off site ainsebaa probleme de connexion wifi maphoffice off site ainsebaa
7 369,demande de restauration données,demande de restauration données,Sauvegarde,Basse,9.43,Demande,4,demande de restauration données demande de restauration données
7 491,problème d'accès ã la balance ligne 3,problème d'accès ã la balance ligne 3,Connexion internet,Basse,14.18,Incident,7,problème d'accès ã la balance ligne 3 problème d'accès ã la balance ligne 3
7 609,dysfonctionnement de mon téléphone fixe au bureau,dysfonctionnement de mon téléphone fixe au bureau,Applications,Basse,3.28,Incident,7,dysfonctionnement de mon téléphone fixe au bureau dysfonctionnement de mon téléphone fixe au bureau
7 392_dup_6,téléphone fixe hors service,téléphone fixe hors service,Applications,Haute,44.27,Incident,4,téléphone fixe hors service téléphone fixe hors service
7 379,création compte ad_elhamdi sabah,création compte ad_elhamdi sabah,Création compte AD,Basse,16.38,Demande,4,création compte ad_elhamdi sabah création compte ad_elhamdi sabah
7 280,régularisation demande de crée le projet nozinan_cp_2025,régularisation demande de crée le projet nozinan_cp_2025,Création de projet,Basse,5.825,Demande,7,régularisation demande de crée le projet nozinan_cp_2025 régularisation demande de crée le projet nozinan_cp_2025
7 109,probléme accès aux dossiers partagés envoyés via sisstransfer ou wetransfer,probléme accès aux dossiers partagés envoyés via sisstransfer ou wetransfer,Accès au partage,Basse,16.52,Incident,10,probléme accès aux dossiers partagés envoyés via sisstransfer ou wetransfer probléme accès aux dossiers partagés envoyés via sisstransfer ou wetransfer
7 112,demande de changement de bande,demande de changement de bande,Changement de bande,Basse,2.28,Demande,5,demande de changement de bande demande de changement de bande
7 137,accès au partage habilitation et formation prod - aqs,accès au partage habilitation et formation prod - aqs,Accès au partage,Basse,1.82,Demande,9,accès au partage habilitation et formation prod - aqs accès au partage habilitation et formation prod - aqs
7 661_dup_5,accès au partage pour omaima najim accès au partage pour omaima najim,accès au partage pour omaima najim,Accès au partage,Moyenne,5.825,Demande,12,accès au partage pour omaima najim accès au partage pour omaima najim accès au partage pour omaima najim
7 679,demande information,demande information,Autre,Basse,1.97,Demande,2,demande information demande information
6 928,demande de créer le projet primalan_sirop_2025,demande de créer le projet primalan_sirop_2025,Création de projet,Basse,5.825,Demande,6,demande de créer le projet primalan_sirop_2025 demande de créer le projet primalan_sirop_2025
6 973_dup_60,probleme de connexion wifi maphoffice off site ainsebaa,probleme de connexion wifi maphoffice off site ainsebaa,Laptop/Request,Haute,13.33,Incident,8,probleme de connexion wifi maphoffice off site ainsebaa probleme de connexion wifi maphoffice off site ainsebaa
7 387,pb accès au dossier de référence apg_pub,pb accès au dossier de référence apg_pub,Accès au partage,Basse,2.22,Incident,7,pb accès au dossier de référence apg_pub pb accès au dossier de référence apg_pub
7 076,demande d'affectation d'une ligne téléphonique pour hajar essefiani,demande d'affectation d'une ligne téléphonique pour hajar essefiani,Utilitaires/Request,Basse,9.68,Demande,8,demande d'affectation d'une ligne téléphonique pour hajar essefiani demande d'affectation d'une ligne téléphonique pour hajar essefiani
7 661_dup_14,accès au partage pour omaima najim accès au partage pour omaima najim,accès au partage pour omaima najim,Accès au partage,Moyenne,5.825,Demande,12,accès au partage pour omaima najim accès au partage pour omaima najim accès au partage pour omaima najim
7 239,régularisation demande de créer le projet metasulfobenzoat_prednisolon24 sur citrix 2025 mp,régularisation demande de créer le projet metasulfobenzoat_prednisolon24 sur citrix 2025 mp,Création de projet,Basse,5.825,Demande,11,régularisation demande de créer le projet metasulfobenzoat_prednisolon24 sur citrix 2025 mp régularisation demande de créer le projet metasulfobenzoat_prednisolon24 sur citrix 2025 mp
7 475,blocage au niveau du poste suite ã l'installation de windows 11,blocage au niveau du poste suite ã l'installation de windows 11,Impressions Scanner Request,Basse,5.78,Incident,11,blocage au niveau du poste suite ã l'installation de windows 11 blocage au niveau du poste suite ã l'installation de windows 11
7 661_dup_10,accès au partage pour omaima najim accès au partage pour omaima najim,accès au partage pour omaima najim,Accès au partage,Moyenne,5.825,Demande,12,accès au partage pour omaima najim accès au partage pour omaima najim accès au partage pour omaima najim
7 096,demande de changement de bande description demande de changement de bande nom de l'application matériels bande inf supp détaillé bande téléphone emplacement et numéro de bureau site zenata ou ain sebaa email,demande de changement de bande,Changement de bande,Basse,0.8,Demande,32,demande de changement de bande demande de changement de bande description demande de changement de bande nom de l'application matériels bande inf supp détaillé bande téléphone emplacement et numéro de bureau site zenata ou ain sebaa email
7 256_dup_19,problèmes de connexion,problèmes de connexion,Bureautique/Incident,Haute,151.17,Incident,3,problèmes de connexion problèmes de connexion
7 256_dup_13,problèmes de connexion,problèmes de connexion,Bureautique/Incident,Haute,151.17,Incident,3,problèmes de connexion problèmes de connexion
7 256_dup_21,problèmes de connexion,problèmes de connexion,Bureautique/Incident,Haute,151.17,Incident,3,problèmes de connexion problèmes de connexion
7 406,probleme outlook,probleme outlook,Bureautique/Incident,Basse,7.72,Incident,2,probleme outlook probleme outlook
7 256_dup_33,problèmes de connexion,problèmes de connexion,Bureautique/Incident,Haute,151.17,Incident,3,problèmes de connexion problèmes de connexion
7 274,demande de donner l'accès au partage ich_q3d,demande de donner l'accès au partage ich_q3d,Accès au partage,Basse,7.35,Demande,7,demande de donner l'accès au partage ich_q3d demande de donner l'accès au partage ich_q3d
7 392_dup_16,téléphone fixe hors service,téléphone fixe hors service,Applications,Haute,44.27,Incident,4,téléphone fixe hors service téléphone fixe hors service
7 571,pb téléphone fixe pour bureau d'ordre,pb téléphone fixe pour bureau d'ordre,Applications,Basse,2.02,Incident,6,pb téléphone fixe pour bureau d'ordre pb téléphone fixe pour bureau d'ordre
7 256_dup_22,problèmes de connexion,problèmes de connexion,Bureautique/Incident,Haute,151.17,Incident,3,problèmes de connexion problèmes de connexion
7 634,création compte ir,création compte ir,Utilitaires/Request,Basse,13.53,Demande,3,création compte ir création compte ir
6 998,demande accès au partage stage_cdg_indus ã bouhnas hajar,demande accès au partage stage_cdg_indus ã bouhnas hajar,Accès au partage,Basse,3.63,Demande,8,demande accès au partage stage_cdg_indus ã bouhnas hajar demande accès au partage stage_cdg_indus ã bouhnas hajar
7 676_dup_8,installation microsoft office 365 via laptop de ghafir el idrissi el bachir installation microsoft office 365 via laptop de ghafir el idrissi el bachir,installation microsoft office 365 via laptop de ghafir el idrissi el bachir,Autre,Moyenne,5.825,Incident,24,installation microsoft office 365 via laptop de ghafir el idrissi el bachir installation microsoft office 365 via laptop de ghafir el idrissi el bachir installation microsoft office 365 via laptop de ghafir el idrissi el bachir
7 047,problème d'accès internet,problème d'accès internet,Connexion internet,Basse,10.78,Incident,3,problème d'accès internet problème d'accès internet
7 467_dup_2,pb bornes zenata pour mme asmae chadli,pb bornes zenata pour mme asmae chadli,Autre,Moyenne,23.07,Incident,7,pb bornes zenata pour mme asmae chadli pb bornes zenata pour mme asmae chadli
7 658,installation windows 11 installation office 365 pour omaima najim installation windows 11 installation office 365 pour omaima najim,installation windows 11 installation office 365 pour omaima najim,MAJ system,Moyenne,9.83,Demande,18,installation windows 11 installation office 365 pour omaima najim installation windows 11 installation office 365 pour omaima najim installation windows 11 installation office 365 pour omaima najim
6 969,problème d'accès au système gtc,problème d'accès au système gtc,Réseau / Connexion internet,Basse,17.07,Incident,5,problème d'accès au système gtc problème d'accès au système gtc
7 653,installation microsoft office 365 installation de microsoft office 356 via le pc de mohamed eddahar,installation microsoft office 365,Activation office,Moyenne,5.825,Demande,15,installation microsoft office 365 installation microsoft office 365 installation de microsoft office 356 via le pc de mohamed eddahar
7 365,demande de créer les deux projets tranxene_2025 et péridys_cp_2025 sur citrix dans le répertoire dev_2025,demande de créer les deux projets tranxene_2025 et péridys_cp_2025 sur citrix dans le répertoire dev_2025,Création de projet,Basse,5.825,Demande,15,demande de créer les deux projets tranxene_2025 et péridys_cp_2025 sur citrix dans le répertoire dev_2025 demande de créer les deux projets tranxene_2025 et péridys_cp_2025 sur citrix dans le répertoire dev_2025
7 050,probléme d'accés a la messagerie,probléme d'accés a la messagerie,Applications,Basse,14.45,Incident,5,probléme d'accés a la messagerie probléme d'accés a la messagerie
7 677_dup_7,compte windows est verrouillé pour youssef bahaddi déverrouillage du compte windows pour youssef bahaddi,compte windows est verrouillé pour youssef bahaddi,Autre,Moyenne,5.825,Incident,14,compte windows est verrouillé pour youssef bahaddi compte windows est verrouillé pour youssef bahaddi déverrouillage du compte windows pour youssef bahaddi
7 675_dup_9,compte windows est verrouillé pour amal lamsoundi compte windows est déverrouillé pour amal lamsoundi,compte windows est verrouillé pour amal lamsoundi,Autre,Moyenne,5.825,Incident,14,compte windows est verrouillé pour amal lamsoundi compte windows est verrouillé pour amal lamsoundi compte windows est déverrouillé pour amal lamsoundi
7 159_dup_2,probleme accès ã ma base documentaire juridique editions francis lefebvre,probleme accès ã ma base documentaire juridique editions francis lefebvre,Applications,Haute,98.92,Incident,10,probleme accès ã ma base documentaire juridique editions francis lefebvre probleme accès ã ma base documentaire juridique editions francis lefebvre
6 961,demande de l'accès aux partages ci-dessous en lecture seule cazsfsp01 ba_amm_sanofi maphar_t hamam cazsfsp01 ba_stab t hamam,demande de l'accès aux partages ci-dessous en lecture seule cazsfsp01 ba_amm_sanofi maphar_t hamam cazsfsp01 ba_stab t hamam,Accès au partage,Basse,3.7,Demande,17,demande de l'accès aux partages ci-dessous en lecture seule cazsfsp01 ba_amm_sanofi maphar_t hamam cazsfsp01 ba_stab t hamam demande de l'accès aux partages ci-dessous en lecture seule cazsfsp01 ba_amm_sanofi maphar_t hamam cazsfsp01 ba_stab t hamam
7 588,problème accès partage,problème accès partage,Accès au partage,Basse,1.58,Incident,3,problème accès partage problème accès partage
7 565,demande de création de compte sur lims pour salwa haiaraoui,demande de création de compte sur lims pour salwa haiaraoui,Création compte Lims,Moyenne,31.4,Demande,10,demande de création de compte sur lims pour salwa haiaraoui demande de création de compte sur lims pour salwa haiaraoui
7 480_dup_39,problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir,problème borne ilaykom prod primaire,Applications,Haute,4.32,Incident,23,problème borne ilaykom prod primaire problème borne ilaykom prod primaire bonjour je vous prie de noter que la borne primaire de la production ne fonctionne pas merci d'intervenir
7 544,completer la configuration du nouveau laptop de mohcine ouajji compléter la configuration du nouveau laptop destiné ã m mohcine,completer la configuration du nouveau laptop de mohcine ouajji,Autre,Moyenne,47.45,Incident,19,completer la configuration du nouveau laptop de mohcine ouajji completer la configuration du nouveau laptop de mohcine ouajji compléter la configuration du nouveau laptop destiné ã m mohcine
7 674_dup_9,aicha ikhrichi peut pas accéder ã onedrive aicha ikhrichi peut pas accéder ã onedrive,aicha ikhrichi peut pas accéder ã onedrive,Autre,Moyenne,5.825,Incident,14,aicha ikhrichi peut pas accéder ã onedrive aicha ikhrichi peut pas accéder ã onedrive aicha ikhrichi peut pas accéder ã onedrive
7 617,demande relative ã l'installation du nouveau pc pour ilham belamghari,demande relative ã l'installation du nouveau pc pour ilham belamghari,Affectation PC,Basse,12.92,Demande,10,demande relative ã l'installation du nouveau pc pour ilham belamghari demande relative ã l'installation du nouveau pc pour ilham belamghari
7 294,demande de donner l'accès aux partagex ba amm et ba stab,demande de donner l'accès aux partagex ba amm et ba stab,Accès au partage,Basse,25.7,Demande,11,demande de donner l'accès aux partagex ba amm et ba stab demande de donner l'accès aux partagex ba amm et ba stab
7 312_dup_19,imprimante hors connexion,imprimante hors connexion,Impressions & Scanner/Incident,Haute,39.5,Incident,3,imprimante hors connexion imprimante hors connexion
7 669_dup_5,résolution de l'imprimante zebra résolution de l'imprimante zebra,résolution de l'imprimante zebra,Utilitaires/Incident,Moyenne,5.825,Incident,8,résolution de l'imprimante zebra résolution de l'imprimante zebra résolution de l'imprimante zebra
7 312_dup_16,imprimante hors connexion,imprimante hors connexion,Impressions & Scanner/Incident,Haute,39.5,Incident,3,imprimante hors connexion imprimante hors connexion
7 234,regule créer le projet baralgin cp sur citrix,regule créer le projet baralgin cp sur citrix,Autre,Basse,1.9,Demande,8,regule créer le projet baralgin cp sur citrix regule créer le projet baralgin cp sur citrix
7 228,demande d'accès en lecture et en modification au dossier partagé vous trouverez ci-joint le lien cassfsp01 stg_business,demande d'accès en lecture et en modification au dossier partagé vous trouverez ci-joint le lien cassfsp01 stg_business,Accès au partage,Basse,4.67,Demande,17,demande d'accès en lecture et en modification au dossier partagé vous trouverez ci-joint le lien cassfsp01 stg_business demande d'accès en lecture et en modification au dossier partagé vous trouverez ci-joint le lien cassfsp01 stg_business
7 200_dup_8,problème d'accès internet,problème d'accès internet,Connexion internet,Moyenne,38.07,Incident,3,problème d'accès internet problème d'accès internet
6 973_dup_39,probleme de connexion wifi maphoffice off site ainsebaa,probleme de connexion wifi maphoffice off site ainsebaa,Laptop/Request,Haute,13.33,Incident,8,probleme de connexion wifi maphoffice off site ainsebaa probleme de connexion wifi maphoffice off site ainsebaa
7 544_dup_6,completer la configuration du nouveau laptop de mohcine ouajji compléter la configuration du nouveau laptop destiné ã m mohcine,completer la configuration du nouveau laptop de mohcine ouajji,Autre,Moyenne,47.45,Incident,19,completer la configuration du nouveau laptop de mohcine ouajji completer la configuration du nouveau laptop de mohcine ouajji compléter la configuration du nouveau laptop destiné ã m mohcine
7 656_dup_1,demande d'activation section partage validation analytique driss el bekkali,demande d'activation section partage validation analytique driss el bekkali,Autre,Moyenne,5.825,Demande,9,demande d'activation section partage validation analytique driss el bekkali demande d'activation section partage validation analytique driss el bekkali
7 173,demande de création d'un compte active directory pour rafi abir,demande de création d'un compte active directory pour rafi abir,Création compte AD,Basse,9.48,Demande,10,demande de création d'un compte active directory pour rafi abir demande de création d'un compte active directory pour rafi abir
6 972,réinitialisation mot de passe du compte spectre uv,réinitialisation mot de passe du compte spectre uv,Utilitaires/Request,Basse,5.825,Demande,8,réinitialisation mot de passe du compte spectre uv réinitialisation mot de passe du compte spectre uv
7 674_dup_4,aicha ikhrichi peut pas accéder ã onedrive aicha ikhrichi peut pas accéder ã onedrive,aicha ikhrichi peut pas accéder ã onedrive,Autre,Moyenne,5.825,Incident,14,aicha ikhrichi peut pas accéder ã onedrive aicha ikhrichi peut pas accéder ã onedrive aicha ikhrichi peut pas accéder ã onedrive
7 650,création compte ad moustaid youness,création compte ad moustaid youness,Création compte AD,Basse,1.43,Demande,5,création compte ad moustaid youness création compte ad moustaid youness
7 647,problème d'accès ã hfm_https hfm cdg ma workspace index jsp labazi saad,problème d'accès ã hfm_https hfm cdg ma workspace index jsp labazi saad,Autre,Moyenne,0.58,Incident,12,problème d'accès ã hfm_https hfm cdg ma workspace index jsp labazi saad problème d'accès ã hfm_https hfm cdg ma workspace index jsp labazi saad
7 162_dup_1,affectation d'une ligne téléphonique pour haitam kerbane,affectation d'une ligne téléphonique pour haitam kerbane,Utilitaires/Request,Moyenne,66.68,Demande,7,affectation d'une ligne téléphonique pour haitam kerbane affectation d'une ligne téléphonique pour haitam kerbane
6 990,demande de prolongation compte sap walid eloudiyi,demande de prolongation compte sap walid eloudiyi,Compte SAP,Basse,5.825,Demande,7,demande de prolongation compte sap walid eloudiyi demande de prolongation compte sap walid eloudiyi
